0.59771	1
0.59771	0.999994
0.597663	0.999993
0.597617	0.999983
0.597576	0.999977
0.597545	0.999932
0.597522	0.999902
0.597565	0.999871
0.597628	0.999729
0.597744	0.999637
0.597967	0.999355
0.59811	0.999241
0.598483	0.998987
0.598904	0.998811
0.599343	0.998381
0.599928	0.997872
0.600913	0.997626
0.601772	0.99719
0.602823	0.996737
0.604002	0.996312
0.605238	0.995705
0.60674	0.994898
0.608025	0.99377
0.6097	0.992925
0.61126	0.991978
0.612968	0.990405
0.614585	0.989509
0.616572	0.98796
0.61838	0.986457
0.620745	0.984679
0.622818	0.982657
0.625227	0.981082
0.627526	0.979091
0.629817	0.976215
0.632264	0.974244
0.635199	0.972085
0.637961	0.969937
0.641054	0.967381
0.644144	0.964588
0.64764	0.962129
0.650675	0.959599
0.653664	0.95709
0.657234	0.953578
0.660337	0.95082
0.66352	0.947512
0.666481	0.944542
0.670142	0.940943
0.673019	0.937007
0.676181	0.932803
0.679134	0.928619
0.682413	0.92445
0.685089	0.920174
0.688452	0.915782
0.691909	0.911126
0.695654	0.906007
0.698913	0.901495
0.701914	0.89746
0.705362	0.8922
0.708557	0.887255
0.711999	0.882039
0.715248	0.877449
0.718965	0.871964
0.722496	0.867223
0.725841	0.86237
0.729506	0.85647
0.732565	0.852356
0.73646	0.846463
0.739303	0.841634
0.742643	0.836327
0.745818	0.830764
0.749371	0.825707
0.752026	0.819771
0.755143	0.813828
0.757184	0.807442
0.760239	0.80151
0.763177	0.795232
0.765602	0.788804
0.768204	0.782313
0.770799	0.775859
0.773181	0.769166
0.775525	0.763665
0.777658	0.756132
0.779335	0.749442
0.781516	0.742524
0.78319	0.734894
0.784708	0.729606
0.786997	0.721403
0.788591	0.713762
0.790658	0.706918
0.79244	0.699534
0.79406	0.692775
0.795755	0.685378
0.79771	0.67828
0.79943	0.671499
0.800674	0.663867
0.802292	0.656321
0.804028	0.649224
0.805528	0.64241
0.806803	0.635168
0.808179	0.627787
0.809854	0.621187
0.81142	0.614235
0.81282	0.607897
0.814458	0.600131
0.815695	0.592976
0.816528	0.586469
0.818176	0.57872
0.819759	0.570467
0.821046	0.563578
0.822086	0.556031
0.823021	0.548682
0.824535	0.541809
0.825653	0.534526
0.826661	0.527033
0.827223	0.520244
0.828774	0.512384
0.829568	0.50457
0.829828	0.497575
0.83069	0.4897
0.831362	0.483311
0.832661	0.476528
0.833103	0.468628
0.833348	0.461157
0.834254	0.454954
0.835299	0.447571
0.835231	0.440045
0.836002	0.432584
0.836469	0.425542
0.837106	0.417592
0.837277	0.411131
0.838321	0.404022
0.838582	0.397417
0.839108	0.39042
0.839614	0.384663
0.839869	0.377622
0.840324	0.370863
0.839914	0.363676
0.840373	0.357243
0.840719	0.350245
0.841743	0.344183
0.841979	0.338124
0.842776	0.332112
0.843547	0.32686
0.844272	0.320478
0.844607	0.31475
0.84513	0.308334
0.8455	0.302653
0.846177	0.297228
0.846428	0.291435
0.846404	0.284823
0.847017	0.278997
0.847015	0.273437
0.847275	0.268511
0.847498	0.263717
0.847835	0.256757
0.84848	0.251994
0.84872	0.24682
0.848376	0.241338
0.84827	0.235841
0.848675	0.230857
0.848722	0.225361
0.849092	0.220791
0.84961	0.215687
0.849879	0.210592
0.849464	0.205784
0.849601	0.201473
0.850099	0.19629
0.850162	0.191983
0.850477	0.187704
0.850991	0.183408
0.851553	0.180408
0.851529	0.175042
0.851685	0.170716
0.851914	0.166471
0.851898	0.163065
0.852108	0.158938
0.852291	0.155061
0.85187	0.151448
0.851771	0.147222
0.85084	0.142928
0.850637	0.139412
0.850648	0.135851
0.850628	0.132711
0.850171	0.128744
0.850174	0.12513
0.850264	0.122095
0.849637	0.118732
0.849337	0.115396
0.849463	0.11183
0.849209	0.108936
0.849348	0.105821
0.849849	0.102816
0.850332	0.099735
0.850424	0.09699
0.850858	0.094173
0.850701	0.091523
0.850999	0.088497
0.851085	0.085787
0.850925	0.082934
0.850982	0.079815
0.850603	0.077271
0.850705	0.074592
0.851204	0.071616
0.851116	0.068564
0.850948	0.066114
0.851245	0.063864
0.850877	0.061472
0.850532	0.059242
0.850208	0.057114
0.850499	0.055036
0.850628	0.053168
0.849107	0.050914
0.84922	0.049306
0.849279	0.047358
0.848954	0.0453
0.848941	0.04371
0.848958	0.042095
0.84797	0.040503
0.848296	0.038976
0.848377	0.037472
0.848635	0.035787
0.848163	0.034488
0.848232	0.033096
0.84789	0.031314
0.847475	0.029889
0.84693	0.028555
0.847684	0.026929
0.847529	0.025358
0.847198	0.024068
0.847636	0.022536
0.846944	0.021358
0.846574	0.019947
0.846344	0.018711
0.846533	0.017475
0.846829	0.016414
0.846643	0.01542
0.84623	0.014378
0.845881	0.013277
0.846431	0.012408
0.846439	0.011382
0.846009	0.010458
0.845192	0.0095
0.844982	0.008578
0.844134	0.007934
0.845643	0.007075
0.845642	0.006408
0.845612	0.005776
0.84615	0.005237
0.845531	0.004465
0.846293	0.004018
0.846342	0.003586
0.845714	0.003172
0.846203	0.002817
0.845776	0.002496
0.845324	0.002167
0.845274	0.001668
